freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NRG_E,PC,BG	39.328 	40.715 	37.316 	37.219 	38.54 	40.237 	39.491 	44.642 	49.552 	39.124 	40.256 	45.004 	42.548 	41.828 	42.353 	43.634 	42.338 	40.983 	38.491 	39.37 	42.308 	49.339 	45.665 	44.267 	45.547 	43.991 	43.202 	43.915 	44.382 	40.46 	40.555 	44.466 	44.228 	40.017 
A,NRG_E,PC,CY	16.255 	15.192 	28.725 	31.746 	23.303 	30.084 	31.847 	31.447 	33.994 	27.796 	29.674 	44.327 	33.265 	34.665 	65.79 	100 	100 	100 	100 	100 	100 	100 	100 	100 	89.705 	100 	100 	100 	100 	99.847 	73.657 	99.834 	91.913 	100 
A,NRG_E,PC,CZ	37.038 	38.155 	34.663 	39.167 	38.37 	42.225 	38.458 	37.15 	38.502 	38.8 	38.623 	43.445 	39.332 	40.047 	42.235 	41.622 	41.192 	42.144 	41.214 	41.748 	31.465 	30.86 	30.979 	30.945 	31.63 	31.686 	32.441 	33.474 	33.812 	33.47 	33.934 	35.095 	35.382 	34.312 
A,NRG_E,PC,DE	35.976 	35.087 	35.05 	32.738 	32.709 	34.337 	34.557 	35.829 	34.52 	33.543 	33.342 	34.419 	33.162 	38.965 	37.604 	37.328 	37.629 	37.444 	37.041 	37.924 	37.552 	36.742 	36.132 	36.628 	36.036 	35.974 	33.079 	34.987 	33.566 	31.464 	29.894 	31.395 	31.468 	29.457 
A,NRG_E,PC,DK	24.49 	28.511 	24.349 	24.832 	25.147 	21.793 	23.465 	22.257 	19.021 	17.967 	15.674 	16.132 	18.029 	21.162 	18.458 	17.388 	20.536 	18.739 	18.172 	19.255 	20.872 	18.922 	17.234 	19.329 	16.579 	14.726 	18.885 	19.393 	18.189 	18.401 	20.335 	21.082 	21.606 	20.507 
A,NRG_E,PC,EA19	27.159 	27.563 	27.635 	26.702 	26.855 	27.579 	27.716 	27.753 	27.463 	28.275 	28.563 	28.98 	29.696 	30.863 	29.378 	29.391 	28.057 	27.789 	28.263 	29.604 	28.449 	27.618 	27.15 	27.125 	27.666 	27.259 	27.074 	27.019 	26.254 	25.702 	26.075 	26.26 	26.487 	25.231 
A,NRG_E,PC,EA20	26.593 	27.166 	27.306 	26.375 	26.509 	27.224 	27.358 	27.462 	27.192 	27.995 	28.266 	28.718 	29.416 	30.553 	29.09 	29.104 	27.824 	27.535 	28.078 	29.314 	28.208 	27.354 	26.938 	26.94 	27.442 	27.075 	26.947 	26.865 	26.112 	25.608 	25.995 	26.172 	26.399 	25.147 
A,NRG_E,PC,EE	96.964 	97.22 	97.483 	96.258 	96.934 	92.87 	93.041 	91.207 	87.827 	71.051 	77.283 	75.778 	73.521 	73.268 	74.214 	72.28 	76.689 	69.824 	75.32 	73.948 	76.422 	68.812 	76.872 	72.91 	73.743 	73.294 	74.149 	82.769 	74.895 	67.269 	64.388 	66.694 	82.126 	86.181 
A,NRG_E,PC,EL	32.536 	32.437 	34.955 	35.637 	33.708 	32.809 	31.139 	31.716 	32.123 	36.222 	32.282 	32.054 	32.034 	34.112 	34.099 	31.99 	28.712 	28.197 	32.245 	36.187 	32.491 	43.575 	40.127 	27.88 	25.454 	27.587 	26.333 	26.265 	20.703 	22.739 	21.193 	14.467 	13.081 	10.237 
A,NRG_E,PC,ES	18.893 	18.041 	18.023 	18.492 	17.208 	20.332 	17.403 	18.76 	18.876 	20.524 	23.331 	24.212 	28.106 	23.643 	23.698 	23.633 	19.603 	19.011 	18.971 	20.056 	17.163 	17.845 	15.597 	15.227 	16.508 	16.954 	16.625 	17.236 	16.764 	16.673 	17.778 	16.693 	18.99 	17.895 
A,NRG_E,PC,EU27_2020	29.223 	30.156 	27.944 	27.24 	27.361 	27.775 	27.942 	27.556 	27.557 	28.512 	28.744 	29.234 	29.72 	30.672 	29.734 	30.045 	29.096 	29.007 	29.171 	30.441 	29.315 	28.839 	28.463 	28.551 	28.778 	28.367 	28.438 	28.492 	28.154 	27.521 	27.661 	28.024 	28.43 	27.01 
A,NRG_E,PC,EU28	27.787 	28.477 	26.601 	25.747 	25.367 	25.772 	25.651 	25.351 	25.244 	26.008 	26.466 	26.673 	27.004 	27.913 	27.037 	27.13 	26.776 	27.074 	26.983 	28.29 	27.264 	27.014 	26.85 	27.174 	27.401 	26.359 	26.855 	26.998 	26.643 	25.671 	27.661 	28.024 	28.43 	27.01 
A,NRG_E,PC,FI	28.5 	28.887 	28.29 	30.461 	30.992 	31.258 	27.986 	30.35 	27.908 	27.282 	24.408 	27.649 	27.256 	30.676 	29.615 	24.468 	27.745 	24.424 	23.119 	22.874 	26.112 	23.451 	22.63 	24.114 	23.312 	22.835 	22.488 	22.877 	24.181 	23.1 	24.326 	27.922 	29.901 	28.689 
A,NRG_E,PC,FR	32.408 	34.943 	35.082 	34.616 	35.446 	34.8 	36.169 	35.286 	35.435 	35.725 	36.116 	37.262 	39.839 	41.122 	41.526 	46.343 	41.054 	40.669 	41.141 	42.908 	45.271 	41.801 	42.877 	44.159 	46.037 	45.217 	46.862 	43.638 	43.295 	45.112 	50.53 	50.177 	46.683 	49.411 
A,NRG_E,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.794 	98.022 	98.182 	93.591 	98.192 	98.64 	99.357 	99.075 	98.715 	98.865 	: 
A,NRG_E,PC,HR	5.224 	5.844 	6.899 	7.738 	6.147 	7.041 	6.251 	8.094 	8.714 	9.1 	8.363 	9.558 	10.182 	10.215 	9.673 	9.217 	10.12 	9.867 	11.774 	8.848 	9.724 	8.642 	9.527 	10.927 	9.992 	11.523 	14.983 	13.31 	13.364 	15.975 	17.35 	16.664 	16.996 	16.693 
A,NRG_E,PC,HU	24.964 	25.098 	26.068 	23.836 	24.965 	25.652 	24.621 	24.589 	26.09 	29.715 	32.114 	34.271 	37.009 	44.716 	40.23 	44.505 	39.046 	45.278 	41.679 	36.651 	40.563 	38.966 	38.507 	34.68 	27.341 	27.882 	27.327 	26.091 	25.4 	25.954 	25.313 	26.279 	27.401 	25.41 
A,NRG_E,PC,IE	54.017 	56.174 	57.5 	57.409 	57.361 	58.703 	60.548 	56.91 	52.735 	52.274 	52.401 	48.132 	45.727 	41.225 	41.685 	40.529 	38.404 	39.143 	44.719 	45.452 	42.012 	42.595 	40.643 	39.145 	39.304 	36.867 	37.044 	35.986 	37.854 	38.813 	38.823 	41.726 	41.815 	37.489 
A,NRG_E,PC,IS	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_E,PC,IT	18.563 	19.942 	19.685 	19.026 	20.096 	19.894 	20.022 	19.6 	19.46 	21.862 	23.807 	24.247 	24.704 	25.015 	20.91 	19.249 	19.957 	19.638 	20.159 	21.874 	19.938 	19.917 	22.083 	24.104 	25.955 	23.174 	24.586 	22.873 	22.519 	22.27 	20.967 	21.976 	20.906 	19.326 
A,NRG_E,PC,LT	25.54 	24.921 	30.09 	24.048 	29.734 	35.024 	34.537 	30.764 	29.747 	34.269 	28.893 	26.712 	27.188 	27.138 	24.313 	20.644 	21.334 	24.039 	21.198 	22.483 	17.059 	17.111 	16.233 	15.451 	15.779 	15.136 	14.811 	15.039 	15.551 	15.137 	15.783 	16.237 	16.282 	15.159 
A,NRG_E,PC,LU	100 	100 	90.503 	90.69 	89.441 	87.799 	84.628 	86.199 	69.559 	100 	88.651 	83.822 	83.154 	84.094 	84.177 	82.17 	88.35 	90.368 	89.844 	93.408 	88.919 	84.137 	92.162 	93.745 	94.156 	97.047 	96.399 	94.561 	95.235 	97.444 	97.634 	97.505 	94.855 	96.248 
A,NRG_E,PC,LV	65.138 	55.182 	48.443 	51.523 	51.384 	43.079 	43.017 	55.143 	32.12 	26.305 	32.262 	52.37 	48.554 	51.315 	47.829 	47.347 	45.038 	51.813 	49.695 	57.283 	55.238 	52.513 	46.913 	40.975 	38.29 	43.648 	47.82 	50.66 	51.013 	47.438 	51.792 	49.329 	52.16 	53.513 
A,NRG_E,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.33 	95.273 	98.333 	96.186 	97.071 	89.742 	89.556 	89.438 	89.609 	94.008 	92.508 	90.486 	93.401 	92.51 
A,NRG_E,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82.773 	90.423 	74.679 	79.847 	100 	80.402 	92.805 	92.24 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_E,PC,MK	100 	88.168 	88.089 	59.138 	82.532 	100 	100 	100 	68.877 	77.724 	83.743 	80.04 	84.838 	79.061 	83.483 	79.313 	78.152 	77.119 	73.028 	75.74 	67.597 	69.246 	68.119 	81.688 	95.361 	94.977 	95.284 	95.319 	93.548 	95.819 	95.423 	96.416 	96.758 	96.044 
A,NRG_E,PC,MT	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_E,PC,NL	9.838 	9.868 	10.307 	10.855 	11.251 	11.509 	11.989 	11.81 	12.126 	12.956 	12.923 	13.584 	13.764 	13.831 	13.648 	13.933 	14.489 	14.25 	14.606 	15.679 	15.058 	15.445 	14.316 	16.267 	16.855 	16.257 	16.651 	16.158 	15.629 	14.71 	14.852 	15.612 	17.331 	16.155 
A,NRG_E,PC,NO	4.485 	4.449 	3.276 	2.907 	2.745 	2.75 	3.079 	2.447 	2.8 	2.637 	3.438 	3.876 	2.986 	3.11 	3.55 	6.168 	6.556 	6.983 	6.654 	8.794 	9.996 	10.527 	11.711 	11.362 	11.202 	11.247 	11.933 	12.836 	14.215 	13.726 	14.581 	14.201 	15.749 	17.74 
A,NRG_E,PC,PL	33.245 	35.369 	34.753 	34.241 	31.27 	29.626 	26.884 	28.5 	29.282 	30.792 	30.689 	31.666 	33.377 	32.591 	35.325 	37.243 	37.734 	34.194 	34.21 	37.188 	35.463 	35.673 	35.696 	37.159 	37.527 	35.346 	36.264 	36.561 	36.207 	34.396 	33.631 	36.176 	38.488 	35.482 
A,NRG_E,PC,PT	19.155 	23.844 	23.259 	20.078 	15.527 	17.492 	16.949 	16.349 	20.242 	18.48 	19.839 	20.078 	21.826 	17.609 	21.188 	17.933 	19.382 	16.655 	16.423 	17.112 	15.216 	17.934 	17.96 	12.991 	15.575 	15.799 	14.688 	16.882 	15.889 	13.688 	12.955 	13.41 	12.109 	12.651 
A,NRG_E,PC,RO	36.022 	41.864 	18.864 	18.934 	20.832 	20.697 	26.309 	18.072 	17.909 	20.834 	22.368 	19.281 	18.118 	19.727 	20.331 	22.228 	23.546 	27.126 	25.655 	28.879 	25.862 	29.286 	29.685 	28.819 	29.022 	32.325 	31.146 	31.426 	33.472 	35.887 	35.572 	36.763 	35.468 	32.8 
A,NRG_E,PC,RS	100 	84.964 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	90.042 	96.897 	94.879 	62.744 	52.708 	48.303 	61.021 	50.785 	54.453 	47.509 	43.704 	44.078 	44.378 	41.83 	43.511 	42.753 	40.733 	39.534 	40.811 
A,NRG_E,PC,SE	71.078 	71.997 	43.808 	44.105 	46.831 	47.303 	47.956 	51.199 	50.611 	47.708 	45.677 	49.727 	52.84 	41.925 	38.07 	39.776 	35.054 	41.062 	37.214 	35.66 	40.02 	38.553 	37.243 	40.143 	33.572 	31.525 	34.152 	35.539 	57.045 	51.931 	36.136 	26.731 	27.736 	29.609 
A,NRG_E,PC,SI	82.964 	83.1 	84.285 	88.344 	86.002 	81.164 	78.863 	65.505 	76.787 	72.382 	74.231 	90.093 	90.026 	90.152 	89.634 	90.991 	90.508 	90.557 	90.775 	90.243 	87.77 	91.639 	88.581 	87.353 	86.571 	87.285 	88.939 	86.225 	81.508 	79.647 	77.918 	73.123 	74.409 	76.088 
A,NRG_E,PC,SK	23.554 	23.893 	25.082 	27.904 	31.764 	33.784 	33.173 	35.302 	33.829 	35.267 	36.689 	21.228 	25.356 	21.945 	18.662 	18.866 	20.267 	21.91 	24.82 	23.498 	22.481 	23.995 	24.891 	18.229 	22.138 	22.083 	21.503 	21.799 	22.639 	24.01 	28.633 	25.999 	31.172 	27.553 
A,NRG_E,PC,TR	20.696 	21.864 	24.265 	22.139 	24.3 	22.564 	24.392 	22.306 	22.341 	24.805 	27.08 	25.525 	21.96 	21.365 	22.055 	25.56 	26.281 	26.782 	28.909 	19.575 	22.121 	28.745 	26.334 	25.728 	28.397 	23.359 	20.672 	20.551 	27.607 	26.713 	28.916 	29.056 	28.654 	30.512 
A,NRG_E,PC,UA	26.769 	34.348 	33.48 	31.425 	29.953 	29.211 	35.316 	35.398 	34.773 	34.816 	35.633 	40.056 	40.567 	41.435 	41.235 	37.129 	39.425 	33.835 	34.343 	36.08 	34.724 	34.832 	35.913 	36.983 	35.173 	37.553 	35.018 	33.917 	34.268 	36.061 	34.295 	: 	: 	: 
A,NRG_E,PC,UK	19.782 	19.445 	19.37 	17.949 	15.035 	15.602 	14.592 	14.677 	14.46 	14.472 	15.559 	14.977 	14.89 	15.475 	14.28 	13.908 	15.353 	16.688 	15.153 	16.454 	15.902 	16.59 	17.629 	19.146 	19.101 	14.046 	17.304 	17.659 	17.306 	14.764 	: 	: 	: 	: 
A,NRG_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.199 	98.185 	98.175 	98 	98.633 	98.516 	98.347 	98.528 	98.492 	97.316 	98.679 	93.176 	94.779 	99.211 	97.991 	96.78 	94.218 	95.79 	95.08 	93.588 	94.281 	94.377 	94.64 	: 
A,NRG_EHG_E,PC,AL	55.496 	57.927 	73.331 	71.818 	78.251 	65.399 	74.461 	75.723 	65.354 	44.139 	45.463 	38.482 	34.404 	41.555 	100 	100 	100 	100 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_EHG_E,PC,AT	99.529 	99.696 	99.834 	100 	99.734 	100 	100 	99.825 	100 	96.203 	89.372 	99.339 	99.893 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_EHG_E,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95.641 	94.962 	97.511 	97.461 	95.872 	97.754 	98.18 	97.171 	96.632 	: 
A,NRG_EHG_E,PC,BE	97.627 	96.355 	96.143 	94.92 	93.755 	96.063 	93.932 	95.542 	98.539 	92.443 	94.718 	94.194 	100 	100 	99.116 	99.385 	99.546 	99.705 	98.668 	98.418 	98.19 	98.719 	98.675 	99.375 	97.449 	96.586 	97.727 	97.448 	97.046 	97.256 	97.485 	97.072 	97.274 	96.967 
A,NRG_EHG_E,PC,BG	80.578 	64.156 	83.383 	86.681 	87.5 	88.29 	88.056 	85.21 	85.385 	78.023 	80.656 	84.446 	80.046 	79.437 	75.379 	76.077 	75.175 	73.614 	72.82 	68.817 	74.208 	81.639 	79.514 	81.723 	79.763 	80.71 	84.545 	84.095 	85.165 	85.893 	84.577 	85.638 	88.096 	85.542 
A,NRG_EHG_E,PC,CY	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	99.842 	99.297 	99.83 	99.852 	100 
A,NRG_EHG_E,PC,CZ	100 	100 	100 	100 	100 	100 	79.58 	75.442 	75.594 	72.499 	81.032 	90.113 	92.21 	95.563 	98.409 	98.806 	100 	100 	100 	100 	48.952 	48.216 	49.565 	49.011 	52.48 	52.726 	52.393 	55.635 	56.25 	56.631 	55.866 	54.881 	56.219 	55.548 
A,NRG_EHG_E,PC,DE	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_EHG_E,PC,DK	99.968 	99.963 	99.985 	99.972 	86.527 	84.773 	85.4 	85.699 	85.229 	83.344 	85.524 	83.223 	84.677 	89.255 	84.026 	79.669 	81.839 	78.191 	70.113 	72.509 	85.58 	89.852 	88.557 	82.996 	80.013 	85.464 	87.847 	88.391 	83.268 	78.093 	81.442 	83.717 	84.105 	80.827 
A,NRG_EHG_E,PC,EA19	98.399 	98.552 	98.589 	98.489 	98.434 	98.549 	98.288 	98.672 	98.611 	98.336 	98.503 	97.442 	98.424 	98.258 	98.287 	98.047 	98.139 	98.103 	97.516 	96.724 	96.961 	96.671 	96.905 	96.201 	96.645 	98.465 	98.175 	98.088 	97.896 	97.596 	97.526 	97.693 	97.817 	97.6 
A,NRG_EHG_E,PC,EA20	98.124 	98.283 	98.237 	98.203 	98.205 	98.307 	98.051 	98.374 	98.277 	98.08 	98.258 	97.236 	98.243 	98.064 	98.097 	97.859 	97.975 	97.933 	97.334 	96.555 	96.817 	96.552 	96.768 	96.057 	96.519 	98.337 	98.065 	97.817 	97.574 	97.29 	97.18 	97.136 	97.357 	96.96 
A,NRG_EHG_E,PC,EE	100 	100 	100 	100 	99.734 	96.779 	96.938 	96.084 	99.782 	99.911 	95.043 	93.69 	97.435 	91.422 	100 	97.59 	98.822 	98.517 	99.009 	98.472 	99.018 	98.813 	99.045 	87.653 	86.703 	90.425 	98.602 	98.484 	99.422 	98.994 	99.456 	99.62 	99.843 	100 
A,NRG_EHG_E,PC,EL	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	94.215 	93.178 	93.183 	93.325 	88.877 	93.653 	99.684 	99.996 	91.249 	99.35 	99.707 	99.717 	99.745 	99.006 	99.851 	91.779 	89.125 	83.673 	96.21 
A,NRG_EHG_E,PC,ES	99.056 	99.121 	99.731 	99.719 	99.622 	99.659 	99.604 	99.62 	99.614 	99.999 	99.651 	99.653 	99.711 	99.665 	99.604 	99.626 	99.997 	99.997 	91.825 	88.025 	90.332 	82.738 	84.405 	84.798 	85.714 	99.992 	97.001 	97.245 	96.699 	97.032 	96.663 	96.714 	97.168 	97.341 
A,NRG_EHG_E,PC,EU27_2020	95.087 	94.546 	88.328 	88.241 	89.135 	88.499 	90.115 	90.122 	90.332 	91.538 	92.262 	91.103 	93.274 	92.341 	92.348 	92.653 	92.745 	92.603 	93.142 	92.132 	87.944 	87.79 	88.682 	88.316 	88.428 	89.7 	89.695 	90.713 	89.733 	90.429 	90.063 	90.144 	90.382 	89.857 
A,NRG_EHG_E,PC,EU28	95.654 	95.184 	89.66 	89.542 	90.233 	89.629 	91.011 	91.058 	91.289 	92.346 	92.985 	91.969 	93.918 	93.096 	93.061 	93.364 	93.458 	93.298 	93.756 	92.86 	88.969 	88.838 	89.754 	89.447 	89.485 	90.331 	90.589 	91.512 	90.632 	91.184 	90.063 	90.144 	90.382 	89.857 
A,NRG_EHG_E,PC,FI	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	89.01 	99.126 	100 	100 	92.882 
A,NRG_EHG_E,PC,FR	100 	100 	100 	100 	100 	99.932 	99.902 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	99.418 	99.687 	99.655 	99.722 	100 	100 	100 	100 	100 	99.964 	99.97 	99.957 	100 	100 	100 	100 	100 
A,NRG_EHG_E,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 
A,NRG_EHG_E,PC,HR	57.472 	47.806 	49.355 	59.114 	55.15 	59.162 	51.018 	52.027 	54.177 	59.695 	58.09 	63.071 	70.109 	69.157 	67.2 	65.728 	69.042 	70.973 	68.379 	65.845 	71.363 	72.542 	67.053 	67.971 	71.242 	73.575 	80.314 	59.62 	55.542 	60.761 	59.598 	46.322 	53.923 	48.582 
A,NRG_EHG_E,PC,HU	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	80.424 	84.478 	82.395 	89.724 	91.25 	92.764 	89.362 	85.254 	100 	100 	62.891 	59.892 	62.753 	71.288 	68.55 	71.335 	70.678 	71.432 	73.431 	74.304 
A,NRG_EHG_E,PC,IE	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_EHG_E,PC,IS	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_EHG_E,PC,IT	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	99.918 	99.898 	99.884 	99.823 	99.969 	99.967 	99.983 	99.788 	99.534 	98.564 	99.435 	99.378 	99.192 
A,NRG_EHG_E,PC,LT	72.478 	79.253 	75.384 	71.075 	73.058 	73.41 	77.702 	74.123 	76.629 	75.809 	74.852 	79.966 	82.098 	83.749 	84.316 	78.049 	75.372 	74.598 	73.398 	75.89 	78.177 	79.966 	79.731 	78.59 	76.55 	76.959 	72.404 	62.465 	62.234 	63.887 	60.798 	66.323 	70.311 	69.168 
A,NRG_EHG_E,PC,LU	100 	100 	90.503 	90.69 	89.441 	87.799 	84.628 	86.199 	69.559 	100 	88.651 	83.822 	83.154 	84.094 	84.177 	82.17 	88.35 	90.368 	89.844 	93.408 	88.919 	84.137 	92.162 	93.745 	94.156 	97.047 	96.399 	94.561 	95.235 	97.444 	97.634 	97.505 	94.855 	96.248 
A,NRG_EHG_E,PC,LV	70.943 	63.632 	57.546 	58.295 	58.087 	48.379 	45.161 	59.27 	44.88 	35.981 	43.994 	52.37 	48.554 	51.315 	47.829 	47.347 	45.038 	51.813 	49.695 	57.283 	55.238 	52.513 	46.913 	40.975 	38.29 	43.648 	47.82 	50.666 	51.027 	48.85 	41.698 	38.324 	33.081 	35.271 
A,NRG_EHG_E,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	92.377 	100 	100 	100 	100 	100 	100 	100 	100 	100 	94.496 	96.557 	96.086 
A,NRG_EHG_E,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82.773 	90.423 	74.679 	79.847 	100 	80.402 	92.805 	92.24 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_EHG_E,PC,MK	100 	85.281 	85.903 	100 	100 	100 	100 	100 	87.356 	92.84 	97.157 	97.329 	98.298 	91.525 	96.176 	92.298 	92.816 	91.384 	92.987 	96.999 	94.829 	97.023 	96.98 	99.15 	99.445 	99.475 	98.497 	97.744 	97.918 	98.241 	98.123 	98.846 	99.516 	99.624 
A,NRG_EHG_E,PC,MT	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_EHG_E,PC,NL	97.233 	100 	100 	100 	100 	99.794 	99.923 	99.865 	98.77 	100 	100 	100 	97.919 	99.743 	99.54 	99.959 	99.994 	99.994 	100 	99.767 	100 	99.669 	99.62 	99.14 	93.78 	96.803 	95.397 	97.479 	97.48 	97.777 	99.216 	99.349 	100 	99.826 
A,NRG_EHG_E,PC,NO	91.346 	90.568 	84.968 	83.057 	79.211 	75.016 	82.667 	75.039 	82.472 	86.449 	82.864 	87.642 	84.882 	69.426 	83.878 	79.259 	79.315 	69.902 	72.226 	77.273 	30.217 	35.431 	41.692 	50.058 	48.211 	54.55 	64.646 	67.295 	65.184 	48.366 	44.945 	52.586 	60.624 	59.646 
A,NRG_EHG_E,PC,PL	75.177 	80.525 	78.964 	80.182 	76.459 	73.097 	79.177 	80.514 	80.187 	80.298 	82.757 	82.134 	83.03 	83.533 	83.232 	81.257 	85.021 	83.216 	86.99 	86.446 	85.559 	83.433 	85.02 	84.959 	84.552 	84.77 	85.646 	86.83 	79.448 	85.245 	87.362 	89.834 	88.657 	86.54 
A,NRG_EHG_E,PC,PT	98.95 	99.103 	99.202 	98.292 	98.171 	97.672 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_EHG_E,PC,RO	100 	100 	33.164 	32.479 	36.79 	35.943 	50.825 	31.492 	30.691 	47.896 	39.616 	34.348 	46.003 	38.544 	41.902 	47.651 	47.102 	52.791 	58.019 	58.086 	52.004 	55.575 	54.109 	55.754 	59.152 	59.674 	58.566 	64.999 	67.195 	68.883 	62.284 	64.652 	66.732 	67.618 
A,NRG_EHG_E,PC,RS	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	86.834 	95.877 	94.865 	91.74 	78.985 	72.291 	81.485 	67.168 	82.052 	76.818 	74.887 	75.557 	75.827 	73.992 	77.896 	74.892 	64.881 	60.953 	64.692 
A,NRG_EHG_E,PC,SE	100 	100 	100 	100 	100 	100 	100 	100 	100 	99.483 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	97.868 	98.232 	97.859 
A,NRG_EHG_E,PC,SI	96.018 	95.291 	96.061 	95.866 	95.374 	95.017 	94.353 	93.38 	93.484 	93.424 	93.222 	94.339 	94.271 	94.282 	94.804 	95.27 	94.952 	94.625 	94.126 	93.845 	94.021 	93.927 	90.638 	90.348 	89.214 	90.478 	89.99 	87.377 	82.345 	79.739 	77.831 	72.596 	73.933 	75.714 
A,NRG_EHG_E,PC,SK	91.159 	92.102 	92.428 	91.518 	90.946 	96.109 	98.236 	99.415 	98.647 	98.612 	98.712 	60.049 	75.017 	69.741 	69.651 	67.048 	71.753 	69.483 	79.52 	73.853 	64.28 	73.3 	76.021 	63.112 	82.855 	78.41 	77.502 	72.038 	72.669 	74.765 	79.157 	82.245 	83.318 	84.283 
A,NRG_EHG_E,PC,TR	62.645 	51.81 	72.498 	69.77 	73.594 	76.841 	78.228 	79.32 	80.866 	81.994 	84.604 	89.812 	82.484 	82.876 	86.418 	86.368 	86.881 	79.51 	87.64 	78.454 	85.463 	90.611 	71.359 	75.92 	73.83 	82.844 	75.47 	82.343 	83.176 	82.162 	80.727 	77.946 	76.166 	78.276 
A,NRG_EHG_E,PC,UA	92.981 	92.551 	92.321 	87.673 	87.71 	88.923 	89.276 	89.196 	89.466 	90.148 	90.796 	91.369 	91.251 	91.535 	91.659 	77.977 	79.184 	80.086 	78.899 	77.854 	77.546 	79.414 	79.173 	78.68 	79.142 	84.615 	61.127 	60.568 	60.694 	61.718 	55.704 	: 	: 	: 
