freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FC_IND_CON_E,PC,IE	27.073 	27.068 	27.064 	27.059 	27.057 	27.054 	27.051 	27.049 	27.046 	27.044 	27.039 	27.038 	27.037 	27.034 	27.036 	27.035 	27.037 	27.035 	27.038 	26.2 	22.798 	24.444 	23.502 	26.643 	27.799 	27.276 	23.878 	20.885 	21.337 	19.482 	18.272 	17.168 	19.682 	17.602 
A,FC_IND_CON_E,PC,IS	5.46 	4.838 	5.387 	5.479 	5.84 	3.588 	2.283 	1.809 	2.093 	1.827 	1.907 	2.955 	4.314 	2.523 	7.221 	11.813 	16.608 	16.343 	10.167 	8.51 	5.84 	7.416 	9.189 	9.631 	6.235 	10.322 	8.879 	8.741 	11.095 	15.613 	21.104 	19.085 	19.179 	14.994 
A,FC_IND_CON_E,PC,IT	67.978 	54.185 	52.503 	51.194 	44.118 	50.043 	46.409 	45.945 	43.464 	52.135 	51.918 	57.566 	69.12 	67.635 	67.942 	69.925 	73.266 	75.552 	79.908 	80.826 	74.279 	32.545 	32.476 	30.699 	30.502 	33.302 	32.794 	31.319 	34.066 	40.285 	41.878 	32.924 	35.061 	36.176 
A,FC_IND_CON_E,PC,LT	14.066 	11.124 	16.41 	25.678 	14.618 	14.226 	14.468 	13.413 	21.371 	21.426 	22.675 	21.697 	19.579 	19.321 	19.557 	19.442 	19.602 	20.246 	18.75 	24.27 	21.198 	21.351 	20.321 	22.737 	23.662 	32.673 	33.006 	27.861 	30.87 	29.944 	29.002 	29.989 	27.916 	27.71 
A,FC_IND_CON_E,PC,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	57.618 	62.27 	68.321 	71.825 	64.234 	66.019 	71.659 	71.957 	75.08 	65.611 	58.673 	55.069 	54.276 	54.452 	58.522 	59.108 	58.556 	55.883 	45.792 	38.42 	44.056 	42.513 	51.012 	53.38 
A,FC_IND_CON_E,PC,LV	6.164 	7.106 	8.16 	16.276 	16.386 	22.971 	22.106 	19.496 	21.351 	26.091 	25.676 	29.836 	23.346 	26.923 	22.208 	25.847 	22.644 	17.394 	27.931 	24.94 	23.559 	16.345 	12.907 	14.112 	18.322 	17.465 	16.094 	18.162 	19.187 	25.521 	21.994 	17.777 	16.9 	17.208 
A,FC_IND_CON_E,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.035 	16.323 	19.285 	15.961 	14.996 	9.656 	12.826 	17.744 	10.724 	16.793 	12.619 	15.673 	18 	14.481 
A,FC_IND_CON_E,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.137 	100 	: 	0 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FC_IND_CON_E,PC,MK	12.042 	15.537 	15.537 	94.597 	81.9 	51.108 	47.438 	32.615 	21.561 	71.92 	66.409 	39.479 	34.913 	31.842 	9.972 	12.859 	15.026 	20.614 	19.647 	17.428 	15.267 	13.284 	10.411 	8.617 	10.415 	9.729 	9.411 	10.115 	11.274 	12.841 	10.176 	11.48 	11.193 	11.434 
A,FC_IND_CON_E,PC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	62.614 	68.526 	70.102 	66.775 	75.164 	53.334 	32.193 	16.11 	15.849 	16.591 	25.557 
A,FC_IND_CON_E,PC,NL	8.744 	8.59 	8.711 	8.795 	8.528 	8.686 	8.248 	8.862 	9.089 	8.936 	9.459 	9.436 	10.071 	9.962 	9.827 	9.587 	9.874 	10.231 	10.171 	10.24 	11.056 	10.289 	10.591 	10.985 	10.473 	10.817 	10.323 	11.312 	11.207 	11.774 	12.747 	13.451 	14.569 	14.113 
A,FC_IND_CON_E,PC,NO	17.618 	31.828 	57.085 	69.359 	66.903 	53.205 	64.793 	59.724 	55.868 	26.4 	27.522 	34.526 	33.752 	31.934 	27.133 	31.297 	30.995 	29.702 	36.048 	37.099 	28.43 	27.326 	26.198 	24.623 	26.004 	27.7 	30.686 	29.256 	28.254 	31.547 	30.434 	33.823 	34.529 	36.086 
A,FC_IND_CON_E,PC,PL	13.841 	13.313 	14.338 	13.309 	17.745 	19.779 	15.609 	14.704 	15.65 	23.016 	24.441 	27.994 	25.419 	27.583 	24.093 	22.039 	23.2 	30.237 	26.654 	24.361 	27.427 	29.657 	31.986 	36.814 	39.595 	45.357 	44.266 	39.512 	43.394 	44.022 	22.744 	26.264 	25.934 	5.985 
A,FC_IND_CON_E,PC,PT	9.786 	8.529 	8.86 	7.429 	7.009 	10.872 	11.217 	11.943 	13.649 	12.897 	13.488 	14.615 	14.689 	18.231 	16.459 	16.933 	21.236 	20.047 	22.033 	23.364 	21.099 	21.276 	22.384 	21.953 	21.723 	18.122 	31.117 	30.712 	29.059 	32.258 	29.768 	27.745 	28.957 	22.489 
A,FC_IND_CON_E,PC,RO	98.942 	95.719 	18.774 	17.23 	22.624 	17.955 	12.221 	16.968 	11.032 	19.931 	18.967 	23.272 	21.721 	23.792 	19.408 	14.605 	11.231 	14.388 	12.628 	16.686 	14.638 	12.476 	13.79 	11.513 	11.238 	9.926 	10.489 	9.884 	9.986 	10.935 	12.752 	12.722 	12.532 	12.014 
A,FC_IND_CON_E,PC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	92.603 	88.899 	10.476 	43.479 	52.359 	70.305 	49.104 	42.032 	56.335 	55.147 	49.723 	67.529 	63.302 	62.034 	55.483 	45.407 	43.266 	41.017 	41.702 
A,FC_IND_CON_E,PC,SE	97.148 	99.161 	99.394 	99.182 	99.502 	99.366 	96.861 	97.171 	98.169 	99.102 	99.208 	99.496 	99.567 	99.476 	99.516 	27.535 	28.547 	27.436 	27.372 	31.133 	33.397 	30.984 	30.799 	30.697 	29.916 	31.677 	33.38 	37.259 	37.748 	37.557 	36.279 	40.536 	39.368 	36.279 
A,FC_IND_CON_E,PC,SI	12.52 	7.999 	12.486 	11.436 	12.264 	12.505 	100 	: 	: 	: 	9.587 	16.93 	16.577 	10.495 	11.249 	15.886 	13.001 	12.592 	10.412 	10.936 	13.197 	14.808 	10.818 	13.444 	13.452 	14.874 	13.514 	13.547 	14.017 	16.411 	9.773 	18.834 	18.214 	19.283 
A,FC_IND_CON_E,PC,SK	0 	0 	0 	23.37 	23.53 	24.805 	20.849 	20.812 	17.031 	20.055 	18.849 	25.749 	20.951 	16.503 	18.723 	16.164 	14.59 	16.856 	22.489 	32.552 	26.53 	31 	14.66 	17.561 	18.419 	20.869 	20.485 	21.429 	27.117 	34.414 	24.777 	22.635 	31.29 	24.82 
A,FC_IND_CON_E,PC,TR	45.446 	44.466 	51.483 	40.466 	46.517 	55.409 	58.318 	38.635 	87.667 	83.261 	83.159 	83.934 	82.889 	100 	100 	53.795 	59.296 	91.445 	100 	95.701 	62.073 	43.043 	44.367 	43.448 	47.566 	35.482 	30.572 	35.393 	35.178 	52.985 	49.884 	50.289 	53.404 	54.401 
A,FC_IND_CON_E,PC,UA	8.867 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	58.969 	19.435 	20.506 	20.014 	20.198 	23.795 	20.626 	18.659 	21.265 	22.961 	26.909 	24.582 	51.579 	41.679 	43.308 	39.03 	32.36 	: 	: 	: 
A,FC_IND_CON_E,PC,UK	12.202 	13.669 	15.966 	15.546 	14.722 	17.592 	17.799 	16.538 	16.05 	16.864 	16.891 	16.558 	17.186 	21.402 	29.334 	30.066 	30.481 	31.073 	25.613 	27.072 	26.884 	25.575 	25.317 	24.349 	23.142 	18.609 	17.039 	17.139 	16.906 	16.709 	: 	: 	: 	: 
A,FC_IND_CON_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,FC_IND_CPC_E,PC,AL	: 	: 	: 	: 	: 	0 	0 	: 	: 	25.72 	21.955 	18.168 	14.812 	10.914 	14.333 	17.839 	8.329 	9.444 	13.246 	17.266 	39.988 	49.845 	48.628 	52.512 	56.308 	50.904 	59.733 	49.827 	49.987 	43.188 	42.284 	42.007 	41.303 	39.743 
A,FC_IND_CPC_E,PC,AT	34.903 	34.608 	33.055 	34.084 	34.38 	33.994 	38.131 	34.712 	37.274 	31.259 	32.43 	34.731 	34.836 	32.459 	34.344 	34.312 	36.796 	38.133 	37.006 	35.858 	35.521 	35.947 	35.98 	36.899 	38.25 	39.123 	38.344 	37.248 	38.519 	39.383 	38.277 	37.844 	39.029 	38.38 
A,FC_IND_CPC_E,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65.289 	75.773 	71.951 	73.106 	74.212 	70.63 	71.961 	72.478 	78.286 	: 
A,FC_IND_CPC_E,PC,BE	37.031 	39.051 	40.077 	37.581 	38.749 	39.194 	38.818 	39.901 	39.613 	38 	36.799 	36.153 	36.052 	36.403 	39.983 	37.802 	38.876 	38.36 	37.953 	27.952 	29.772 	29.408 	28.34 	26.413 	27.006 	27.638 	28.457 	30.888 	30.141 	31.876 	31.264 	30.77 	32.525 	32.491 
A,FC_IND_CPC_E,PC,BG	15.76 	13.975 	15.754 	16.97 	17.382 	14.904 	14.185 	12.35 	12.215 	12.994 	11.557 	11.536 	12.161 	11.002 	11.328 	12.03 	13.024 	12.987 	12.92 	15.545 	11.167 	9.807 	12.18 	13.591 	12.952 	13.756 	14.496 	13.986 	13.969 	15.022 	15.497 	13.985 	15.702 	17.216 
A,FC_IND_CPC_E,PC,CY	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	72.901 	100 	61.723 	51.459 	59.677 	58.46 	53.549 	53.983 	56.441 	59.636 	51.726 	43.146 
A,FC_IND_CPC_E,PC,CZ	45.553 	40.588 	28.25 	22.204 	23.962 	22.858 	26.729 	29.83 	38.169 	21.333 	17.36 	23.108 	21.693 	20.48 	17.422 	17.931 	19.031 	23.415 	23.435 	19.336 	27.938 	29.132 	29.435 	28.573 	32.807 	32.65 	32.062 	27.809 	27.191 	27.141 	24.383 	25.267 	25.279 	27.952 
A,FC_IND_CPC_E,PC,DE	34.205 	32.962 	36.067 	38.774 	40.267 	38.721 	39.05 	41.041 	43.138 	41.788 	40.518 	41.689 	41.129 	36.857 	38.605 	37.715 	36.646 	33.249 	31.921 	30.506 	32.02 	32.342 	31.447 	31.253 	32.36 	31.176 	30.808 	30.851 	32.252 	33.432 	31.578 	32.353 	33.032 	32.955 
A,FC_IND_CPC_E,PC,DK	33.966 	32.657 	33.32 	35.739 	35.502 	36.898 	37.087 	39.192 	39.759 	38.309 	40.184 	39.351 	41.391 	39.087 	41.307 	43.485 	44.352 	46.764 	45.686 	43.426 	41.475 	41.08 	42.405 	42.687 	43.325 	45.113 	47.896 	47.036 	47.715 	46.74 	45.506 	41.53 	46.226 	45.452 
A,FC_IND_CPC_E,PC,EA19	28.944 	28.547 	30.286 	31.188 	30.564 	29.751 	30.32 	31.218 	32.596 	32.091 	32.51 	32.373 	31.957 	30.163 	31.203 	31.218 	32.193 	30.19 	31.021 	30.056 	30.999 	26.833 	26.199 	26.101 	27.19 	27.496 	27.099 	27.68 	27.833 	28.067 	27.79 	28.067 	29.417 	29.228 
A,FC_IND_CPC_E,PC,EA20	28.875 	28.498 	30.248 	31.143 	30.509 	29.704 	30.266 	31.147 	32.492 	32.022 	32.414 	32.282 	31.903 	30.109 	31.082 	31.147 	32.091 	30.123 	30.947 	29.984 	30.94 	26.797 	26.172 	26.076 	27.161 	27.468 	27.073 	27.642 	27.802 	28.033 	27.752 	28.045 	29.415 	29.226 
A,FC_IND_CPC_E,PC,EE	36.805 	45.534 	29.529 	24.702 	18.407 	24.273 	24.403 	30.603 	26.853 	36.659 	30.183 	30.189 	38.997 	27.265 	27.496 	28.07 	28.298 	26.978 	31.699 	54.706 	43.477 	41.981 	36.441 	29.168 	42.437 	27.373 	25.892 	27.068 	29.852 	34.767 	33.972 	29.476 	24.123 	44.062 
A,FC_IND_CPC_E,PC,EL	38.649 	44.978 	44.031 	40.664 	40.346 	43.432 	34.598 	31.442 	29.784 	39.276 	38.3 	37.101 	38.378 	25.362 	18.348 	18.061 	16.736 	3.765 	24.999 	27.922 	23.325 	23.099 	53.411 	46.366 	35.092 	24.88 	10.277 	47.465 	61.95 	43.973 	44.768 	42.797 	18.178 	24.079 
A,FC_IND_CPC_E,PC,ES	28.758 	26.604 	26.629 	28.407 	24.999 	21.463 	25.247 	25.775 	26.741 	29.471 	29.267 	28.993 	25.888 	26.943 	25.528 	24.535 	24.578 	23.984 	22.518 	24.934 	23.288 	18.888 	17.517 	18.917 	19.835 	20.061 	20.239 	19.901 	18.899 	18.433 	18.848 	20.05 	24.866 	23.204 
A,FC_IND_CPC_E,PC,EU27_2020	25.582 	25.72 	27.583 	28.105 	27.403 	26.072 	26.845 	28.085 	29.84 	29.288 	29.169 	29.365 	29.229 	28.022 	29.366 	29.665 	30.858 	29.359 	29.962 	29.005 	30.076 	26.453 	26.257 	26.144 	27.184 	27.592 	27.417 	27.726 	27.738 	27.841 	27.494 	27.466 	29.178 	29.171 
A,FC_IND_CPC_E,PC,EU28	25.978 	25.752 	27.694 	28.142 	27.032 	26.286 	27.269 	28.075 	29.72 	28.982 	29.189 	28.981 	29.113 	27.812 	29.465 	30.102 	31.211 	29.923 	30.468 	29.698 	30.697 	27.382 	27.238 	27.002 	28.004 	28.435 	28.15 	28.42 	28.431 	28.521 	27.494 	27.466 	29.178 	29.171 
A,FC_IND_CPC_E,PC,FI	31.728 	33.45 	35.53 	35.772 	35.997 	33.684 	33.118 	32.099 	31.768 	32.046 	51.734 	51.739 	54.073 	50.575 	51.278 	49.657 	57.806 	42.047 	39.261 	38.978 	39.521 	39.14 	39.107 	38.711 	41.08 	41.022 	42.015 	40.804 	40.204 	40.299 	40.574 	42.043 	41.848 	41.783 
A,FC_IND_CPC_E,PC,FR	37.069 	36.95 	39.312 	40.283 	35.583 	36.22 	35.671 	36.122 	41.589 	41.226 	40.52 	35.497 	37.525 	33.887 	39.576 	42.564 	49.021 	46.712 	50.008 	55.441 	61.702 	23.268 	23.39 	22.561 	24.911 	26.05 	25.826 	28.277 	27.035 	26.892 	27.893 	29.094 	28.323 	28.725 
A,FC_IND_CPC_E,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.083 	17.066 	23.878 	23.771 	22.931 	24.106 	23.918 	22.142 	22.976 	22.01 	: 
A,FC_IND_CPC_E,PC,HR	19.763 	21.083 	24.725 	23.855 	21.228 	21.721 	20.553 	19.263 	16.731 	20.09 	17.76 	17.712 	21.193 	19.972 	13.887 	17.994 	15.961 	19.22 	17.771 	17.4 	19.436 	18.416 	16.964 	17.641 	17.74 	18.714 	18.668 	16.951 	18.626 	18.275 	17.838 	20.536 	27.705 	28.312 
A,FC_IND_CPC_E,PC,HU	28.418 	26.032 	28.574 	30.294 	28.499 	26.685 	27.691 	21.388 	25.917 	30.464 	29.074 	32.475 	34.199 	27.056 	35.913 	31.176 	33.206 	34.121 	37.321 	37.703 	38.961 	24.291 	29.548 	25.019 	26.317 	25.715 	25.951 	25.116 	25.073 	25.814 	25.877 	26.176 	28.013 	28.281 
A,FC_IND_CPC_E,PC,IE	18.882 	33.637 	35.857 	35.802 	37.175 	39.932 	43.119 	44.936 	47.103 	44.122 	40.743 	39.861 	40.582 	40.001 	36.868 	38.911 	43.37 	47.418 	47.337 	46.897 	44.012 	39.407 	39.756 	42.939 	41.83 	42.1 	40.739 	41.549 	35.998 	38.885 	37.954 	36.76 	39.984 	41.229 
A,FC_IND_CPC_E,PC,IS	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	62.012 	100 	100 	100 	100 	100 	100 	99.27 	99.629 	99.94 	98.577 	99.05 	99.379 	100 	99.981 
A,FC_IND_CPC_E,PC,IT	24.907 	25.362 	26.442 	25.241 	26.351 	25.659 	26.791 	27.162 	28.332 	28.334 	30.621 	33.886 	32.757 	30.004 	30.115 	30.14 	31.273 	27.566 	31.936 	28.744 	31.504 	31.649 	31.079 	30.853 	32.805 	36.465 	34.112 	33.61 	34.109 	33.601 	34.875 	31.037 	35.038 	35.136 
A,FC_IND_CPC_E,PC,LT	22.351 	22.113 	21.982 	19.895 	26.594 	28.018 	24.919 	25.427 	20.24 	24.002 	24.086 	26.494 	25.778 	25.367 	23.547 	17.64 	18.608 	19.701 	19.245 	15.865 	16.755 	16.966 	16.324 	17.318 	16.238 	17.115 	18.889 	17.092 	16.815 	16.624 	21.052 	18.751 	21.725 	23.748 
A,FC_IND_CPC_E,PC,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	57.927 	56.758 	58.59 	66.161 	62.765 	64.459 	65.01 	64.303 	65.998 	67.217 	65.866 	62.301 	56.233 	51.164 	53.934 	60.583 	64.264 	67.909 	65.175 	65.126 	68.111 	69.059 	81.526 	81.415 
A,FC_IND_CPC_E,PC,LV	30.03 	27.712 	26.261 	31.736 	23.59 	15.961 	26.379 	18.362 	29.328 	29.936 	39.345 	37.978 	36.267 	37.284 	34.24 	35.426 	33.627 	32.238 	21.447 	20.663 	19.529 	25.506 	25.773 	24.571 	21.251 	22.868 	22.757 	21.409 	21.068 	24.573 	24.068 	23.61 	33.812 	32.83 
A,FC_IND_CPC_E,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73.031 	65.974 	83.053 	73.878 	75.434 	43.037 	76.705 	65.586 	41.779 	36.214 	27.528 	24.35 	21.953 	23.074 
A,FC_IND_CPC_E,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.354 	80.436 	0 	0 	2.068 	0.705 	1.765 	1.926 	4.596 	11.554 	11.744 	12.199 	13.48 	13.589 	12.615 	12.732 	12.34 	10.916 	13.409 
A,FC_IND_CPC_E,PC,MK	28.442 	29.266 	32.473 	26.054 	21.019 	20.93 	11.07 	14.545 	57.56 	27.572 	45.722 	30.438 	33.79 	37.8 	37.927 	37.451 	38.952 	43.138 	52.924 	60.617 	53.583 	57.048 	74.285 	73.394 	53.461 	59.382 	66.953 	68.119 	70.201 	70.278 	71.99 	72.014 	75.395 	73.694 
A,FC_IND_CPC_E,PC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	55.661 	62.282 	62.582 	68.295 	72.364 	77.613 
A,FC_IND_CPC_E,PC,NL	12.71 	13.113 	13.642 	13.539 	14.58 	14.157 	14.006 	14.616 	14.75 	13.62 	14.055 	13.911 	13.813 	13.398 	13.34 	13.627 	14.288 	14.3 	14.741 	15.397 	15.25 	15.705 	14.629 	14.934 	14.738 	15.663 	15.101 	15.314 	16 	15.428 	15.684 	15.79 	17.348 	16.476 
A,FC_IND_CPC_E,PC,NO	68.398 	71.983 	74.955 	70.904 	68.518 	70.616 	67.52 	69.78 	69.569 	70.246 	57.185 	58.093 	60.819 	43.908 	45.529 	49.169 	47.867 	47.456 	48.775 	46.388 	47.775 	47.061 	46.161 	45.351 	45.778 	45.789 	47.73 	46.956 	46.092 	43.554 	44.151 	41.83 	42.452 	42.304 
A,FC_IND_CPC_E,PC,PL	21.345 	19.364 	19.377 	18.727 	22.175 	19.329 	19.379 	19.044 	17.748 	17.506 	17.778 	18.957 	18.864 	20.113 	24.299 	24.655 	25.27 	25.251 	25.682 	23.916 	22.531 	24.549 	25.996 	25.621 	26.26 	28.256 	28.319 	27.161 	26.07 	24.769 	25.069 	22.768 	25.598 	24.953 
A,FC_IND_CPC_E,PC,PT	37.478 	37.653 	38.833 	42.626 	35.213 	38.216 	50.146 	42.311 	39.273 	50.093 	47.941 	34.732 	36.462 	37.076 	38.97 	45.559 	47.712 	40.392 	42.85 	35.332 	36.915 	35.819 	39.275 	39.781 	48.737 	48.573 	51.716 	51.21 	44.843 	46.308 	54.365 	49.646 	52.252 	56.844 
A,FC_IND_CPC_E,PC,RO	8.941 	9.735 	13.684 	13.388 	9.086 	8.63 	10.536 	14.596 	20.549 	17.433 	13.998 	11.239 	11.428 	10.195 	12.719 	12.855 	17.672 	15.11 	13.384 	14.015 	14.701 	14.938 	16.013 	15.673 	17.273 	18.796 	20.714 	19.844 	19.508 	18.597 	19.253 	17.84 	24.034 	25.521 
A,FC_IND_CPC_E,PC,RS	0 	10.615 	95.797 	60.791 	62.858 	100 	10.029 	6.157 	5.563 	40.457 	43.825 	28.109 	24.618 	21.946 	20.589 	11.917 	13.491 	10.475 	30.855 	25.144 	24.292 	11.272 	16.135 	23.249 	25.075 	23.312 	23.693 	23.504 	29.889 	29.397 	28.124 	34.325 	31.924 	29.983 
A,FC_IND_CPC_E,PC,SE	46.589 	33.608 	22.999 	18.088 	17.56 	17.466 	19.64 	21.296 	23.098 	21.56 	22.745 	26.909 	29.907 	47.102 	45.597 	58.033 	67.165 	66.987 	73.383 	68.895 	73.146 	72.755 	72.675 	74.042 	66.205 	62.937 	71.441 	78.248 	75.219 	74.373 	56.279 	53.103 	55.323 	57.889 
A,FC_IND_CPC_E,PC,SI	48.479 	65.209 	47.583 	48.488 	38.74 	35.222 	34.576 	24.494 	27.014 	33.021 	30.97 	34.661 	36.115 	42.179 	42.625 	43.548 	41.607 	42.254 	33.355 	33.279 	33.687 	35.535 	37.422 	35.7 	37.539 	36.476 	35.686 	36.338 	36.018 	35.703 	35.567 	35.437 	35.624 	36.144 
A,FC_IND_CPC_E,PC,SK	0 	0 	0 	0 	0 	16.134 	18.962 	18.779 	17.037 	18.648 	20.379 	15.159 	18.573 	23.59 	26.051 	29.136 	37.236 	34.884 	26.54 	34.363 	20.631 	24.262 	28.559 	39.236 	38.048 	32.013 	29.618 	25.856 	17.181 	17.758 	19.204 	21.327 	14.054 	17.648 
A,FC_IND_CPC_E,PC,TR	19.188 	14.344 	14.99 	16.429 	12.152 	12.142 	12.955 	13.665 	17.246 	20.102 	15.825 	15.773 	16.513 	17.407 	16.361 	14.065 	14.521 	20.253 	28.242 	22.069 	23.131 	15.65 	15.18 	16.819 	16.527 	13.864 	15.815 	19.559 	22.168 	21.741 	19.936 	19.29 	23.393 	23.949 
A,FC_IND_CPC_E,PC,UA	81.815 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	48.022 	49.288 	51.04 	18.989 	19.76 	20.321 	20.298 	18.883 	20.262 	21.039 	28.349 	26.492 	25.313 	29.039 	26.915 	27.078 	27.313 	: 	: 	: 
A,FC_IND_CPC_E,PC,UK	31.062 	26.073 	28.856 	28.495 	23.896 	28.333 	31.357 	27.989 	28.744 	26.747 	29.339 	26.14 	28.254 	26.067 	30.376 	34.426 	34.738 	36.139 	35.842 	37.785 	37.986 	40.501 	41.638 	39.736 	41.129 	41.914 	39.862 	39.337 	39.145 	39.084 	: 	: 	: 	: 
A,FC_IND_CPC_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.425 	25.22 	25.22 	25.22 	25.22 	27.82 	27.82 	32.514 	12.482 	13.07 	18.402 	18.363 	18.682 	18.682 	18.682 	13.282 	13.04 	13.231 	14.365 	15.312 	14.014 	14.612 	19 	: 
A,FC_IND_E,PC,AL	6.177 	7.288 	13.084 	20.01 	24.452 	23.083 	32.02 	32.982 	21.337 	28.926 	29.131 	26.858 	40.383 	25.182 	26.487 	29.419 	23.168 	21.825 	30.173 	25.28 	25.182 	23.835 	37.023 	42.435 	33.815 	35.544 	38.252 	26.611 	24.738 	31.851 	30.459 	27.346 	33.156 	34.577 
A,FC_IND_E,PC,AT	30.261 	30.292 	30.929 	30.076 	31.182 	31.484 	29.413 	27.724 	29.066 	29.8 	29.841 	30.265 	30.538 	29.751 	30.946 	29.196 	29.499 	30.007 	29.473 	28.997 	29.636 	30.165 	30.204 	30.84 	31.556 	31.859 	31.818 	31.876 	32.351 	32.025 	31.148 	30.782 	29.329 	29.223 
A,FC_IND_E,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46.871 	45.445 	46.51 	45.06 	43.485 	42.151 	37.251 	38.472 	36.801 	: 
A,FC_IND_E,PC,BE	26.662 	26.679 	28.358 	29.084 	30.182 	30.564 	30.535 	31.147 	30.519 	29.947 	29.572 	27.108 	29.562 	30.255 	32.233 	32.027 	33.532 	35.024 	34.769 	30.583 	31.391 	32.093 	31.349 	30.242 	30.892 	30.986 	31.023 	31.761 	31.4 	30.773 	30.423 	29.964 	31.327 	31.096 
A,FC_IND_E,PC,BG	17.855 	17.908 	18.88 	19.89 	19.515 	18.391 	18.609 	18.317 	19.841 	20.676 	20.562 	21.652 	21.628 	21.845 	22.838 	23.176 	23.439 	22.966 	25.993 	29.552 	26.362 	26.856 	27.696 	28.195 	28.599 	28.559 	29.411 	30.363 	31.022 	31.553 	30.727 	29.516 	30.559 	31.916 
A,FC_IND_E,PC,CY	10.735 	7.155 	8.579 	8.645 	8.695 	8.639 	8.001 	8.354 	8.613 	8.505 	8.621 	9.051 	9.538 	9.939 	10.256 	14.654 	16.949 	17.549 	18.376 	19.46 	21.067 	21.629 	24.041 	21.347 	17.651 	18.652 	19.403 	19.027 	20.016 	20.005 	18.686 	19.37 	19.996 	21.435 
A,FC_IND_E,PC,CZ	14.534 	14.736 	11.553 	10.904 	12.97 	13.831 	13.919 	14.385 	15.84 	18.853 	17.714 	19.237 	20.5 	20.765 	21.854 	22.913 	23.534 	25.03 	26.343 	25.509 	27.202 	28.561 	28.605 	28.479 	30.052 	30.058 	30.85 	30.52 	31.192 	31.539 	30.274 	30.123 	31.422 	32.861 
A,FC_IND_E,PC,DE	28.095 	30.444 	31.666 	31.704 	31.821 	32.278 	32.641 	33.908 	34.619 	35.42 	35.394 	37.335 	37.38 	35.559 	36.028 	36.365 	35.873 	35.619 	35.415 	34.406 	34.671 	35.082 	34.961 	34.769 	35.931 	35.092 	34.98 	34.942 	34.75 	34.497 	33.229 	33.548 	33.437 	33.1 
A,FC_IND_E,PC,DK	26.83 	25.986 	26.476 	26.486 	26.847 	26.7 	27.063 	27.844 	28.358 	27.96 	29.186 	28.324 	29.683 	28.988 	29.512 	30.707 	29.913 	30.036 	30.273 	30.695 	29.923 	30.447 	31.891 	32.979 	33.306 	34.093 	33.435 	32.262 	32.038 	31.672 	31.826 	31.475 	32.061 	32.807 
A,FC_IND_E,PC,EA19	27.31 	28.031 	29.21 	29.441 	29.719 	29.922 	29.986 	30.591 	31.094 	31.633 	31.738 	32.063 	32.298 	31.788 	32.635 	32.709 	33.425 	33.131 	33.242 	33.033 	33.187 	33.529 	33.28 	33.225 	33.914 	33.861 	33.57 	33.97 	33.764 	33.678 	33.266 	32.95 	33.275 	33.12 
